year,market,area,f0_19,f20_66,f67,m0_19,m20_66,m67
2007,106,5.4,559.0,1054.0,347.0,545.0,1083.0,228.0
2008,106,5.61,564.0,1057.0,343.0,547.0,1106.0,223.0
2009,106,5.61,565.0,1066.0,359.0,550.0,1136.0,229.0
2010,106,5.675,569.5,1105.5,365.0,570.0,1162.0,233.5
2011,106,5.74,574.0,1145.0,371.0,590.0,1188.0,238.0
2004,107,4.52,586.0,1270.0,408.0,569.0,1266.0,288.0
2005,107,4.52,560.0,1260.0,413.0,576.0,1264.0,289.0
2006,107,4.6,538.0,1257.0,421.0,563.0,1257.0,296.0
2007,107,4.71,525.0,1255.0,433.0,561.0,1244.0,305.0
2008,107,4.77,539.0,1244.0,434.0,573.0,1272.0,312.0
2009,107,4.77,542.0,1253.0,446.0,550.0,1285.0,301.0
2010,107,4.83,545.0,1272.0,464.0,547.0,1301.5,314.5
2011,107,4.89,548.0,1291.0,482.0,544.0,1318.0,328.0
2004,108,1.45,133.0,316.0,113.0,176.0,315.0,74.0
2005,108,1.45,130.0,324.0,120.0,180.0,318.0,73.0
2006,108,1.51,128.0,316.0,118.0,169.0,313.0,73.0
2007,108,1.53,138.0,312.0,117.0,170.0,311.0,78.0
2008,108,1.53,137.0,304.0,125.0,167.0,325.0,76.0
2009,108,1.55,136.0,313.0,123.0,168.0,319.0,78.0
2010,108,1.615,133.5,317.0,124.0,164.0,320.0,81.0
2011,108,1.68,131.0,321.0,125.0,160.0,321.0,84.0
2004,109,1.02,60.0,158.0,65.0,77.0,156.0,34.0
2005,109,1.02,66.0,160.0,69.0,85.0,158.0,34.0
2006,109,1.06,67.0,159.0,68.0,89.0,155.0,35.0
2007,109,1.11,66.0,164.0,68.0,92.0,165.0,39.0
2008,109,1.14,67.0,157.0,71.0,81.0,169.0,43.0
2009,109,1.14,67.0,156.0,66.0,79.0,167.0,40.0
2010,109,1.14,64.5,156.0,68.5,82.0,164.0,40.0
2011,109,1.14,62.0,156.0,71.0,85.0,161.0,40.0
2004,110,2.18,228.0,579.0,237.0,235.0,601.0,145.0
2005,110,2.18,215.0,590.0,230.0,239.0,591.0,144.0
2006,110,2.22,210.0,574.0,237.0,237.0,578.0,149.0
2007,110,2.24,206.0,570.0,238.0,238.0,593.0,138.0
2008,110,2.25,222.0,576.0,240.0,250.0,614.0,152.0
2009,110,2.25,211.0,569.0,247.0,240.0,586.0,148.0
2010,110,2.3,215.5,583.0,238.5,241.5,596.5,149.5
2011,110,2.35,220.0,597.0,230.0,243.0,607.0,151.0
2004,111,3.6,628.0,1529.0,508.0,677.0,1694.0,384.0
2005,111,3.6,622.0,1546.0,515.0,659.0,1691.0,388.0
2006,111,3.61,607.0,1532.0,513.0,671.0,1646.0,382.0
2007,111,3.67,605.0,1523.0,516.0,657.0,1617.0,381.0
2008,111,3.74,605.0,1544.0,519.0,659.0,1662.0,390.0
2009,111,3.76,591.0,1535.0,529.0,654.0,1703.0,392.0
2010,111,3.79,585.5,1516.0,545.5,641.5,1705.0,397.5
2011,111,3.82,580.0,1497.0,562.0,629.0,1707.0,403.0
2004,112,2.97,573.0,1131.0,384.0,613.0,1177.0,224.0
2005,112,2.97,579.0,1149.0,376.0,599.0,1165.0,214.0
2006,112,3.0,569.0,1175.0,381.0,604.0,1168.0,207.0
2007,112,3.0,548.0,1169.0,395.0,598.0,1164.0,214.0
2008,112,3.05,574.0,1191.0,383.0,598.0,1205.0,220.0
2009,112,3.05,574.0,1190.0,382.0,590.0,1231.0,243.0
2010,112,3.075,570.0,1199.5,388.0,592.5,1240.5,251.0
2011,112,3.1,566.0,1209.0,394.0,595.0,1250.0,259.0
2004,113,6.14,1192.0,2844.0,860.0,1236.0,2878.0,599.0
2005,113,6.14,1155.0,2878.0,877.0,1243.0,2865.0,618.0
2006,113,6.2,1146.0,2851.0,887.0,1220.0,2860.0,632.0
2007,113,6.23,1159.0,2833.0,896.0,1205.0,3048.0,643.0
2008,113,6.29,1166.0,2836.0,901.0,1220.0,2920.0,656.0
2009,113,6.3,1163.0,2813.0,914.0,1213.0,2869.0,657.0
2010,113,6.35,1147.0,2808.5,922.0,1206.0,2873.5,673.0
2011,113,6.4,1131.0,2804.0,930.0,1199.0,2878.0,689.0
2004,114,2.28,256.0,570.0,113.0,323.0,571.0,93.0
2005,114,2.28,258.0,556.0,116.0,309.0,583.0,86.0
2006,114,2.29,255.0,566.0,121.0,304.0,581.0,88.0
2007,114,2.38,245.0,574.0,116.0,308.0,578.0,91.0
2008,114,2.41,243.0,579.0,122.0,294.0,583.0,87.0
2009,114,2.41,243.0,560.0,121.0,284.0,575.0,88.0
2010,114,2.42,240.5,563.0,122.0,281.0,584.0,93.5
2011,114,2.43,238.0,566.0,123.0,278.0,593.0,99.0
2004,115,7.97,1653.0,3377.0,507.0,1778.0,3291.0,350.0
2005,115,8.11,1675.0,3392.0,530.0,1774.0,3283.0,368.0
2006,115,8.41,1685.0,3497.0,538.0,1838.0,3366.0,396.0
2007,115,8.66,1710.0,3558.0,548.0,1862.0,3442.0,418.0
2008,115,8.81,1735.0,3617.0,557.0,1888.0,3484.0,432.0
2009,115,8.87,1760.0,3728.0,569.0,1897.0,3565.0,444.0
2010,115,9.02,1785.5,3825.0,590.5,1939.5,3664.5,454.5
2011,115,9.17,1811.0,3922.0,612.0,1982.0,3764.0,465.0
2004,116,4.75,560.0,1203.0,468.0,574.0,1253.0,289.0
2005,116,4.75,570.0,1215.0,472.0,579.0,1243.0,293.0
2006,116,4.83,538.0,1184.0,484.0,567.0,1222.0,301.0
2007,116,4.88,523.0,1165.0,489.0,546.0,1222.0,308.0
2008,116,5.1,531.0,1201.0,508.0,555.0,1288.0,308.0
2009,116,5.1,540.0,1237.0,502.0,568.0,1310.0,308.0
2010,116,5.215,537.0,1272.5,503.0,579.0,1324.0,321.0
2011,116,5.33,534.0,1308.0,504.0,590.0,1338.0,334.0
2004,117,13.03,1705.0,4038.0,1075.0,1759.0,3971.0,728.0
2005,117,13.03,1706.0,4033.0,1076.0,1735.0,3951.0,749.0
2006,117,13.43,1718.0,4041.0,1102.0,1745.0,3975.0,762.0
2007,117,13.63,1723.0,4051.0,1112.0,1753.0,3962.0,790.0
2008,117,13.76,1724.0,4085.0,1143.0,1757.0,4020.0,818.0
2009,117,13.78,1733.0,4134.0,1151.0,1743.0,4060.0,803.0
2010,117,14.14,1739.5,4174.5,1174.0,1746.5,4121.5,818.0
2011,117,14.5,1746.0,4215.0,1197.0,1750.0,4183.0,833.0
2004,118,4.54,568.0,1161.0,494.0,532.0,1238.0,351.0
2005,118,4.54,553.0,1145.0,492.0,540.0,1214.0,346.0
2006,118,4.56,544.0,1143.0,487.0,539.0,1202.0,343.0
2007,118,4.59,545.0,1143.0,485.0,528.0,1200.0,343.0
2008,118,4.61,554.0,1146.0,479.0,524.0,1209.0,339.0
2009,118,4.61,541.0,1171.0,466.0,514.0,1237.0,329.0
2010,118,4.725,536.5,1165.0,463.5,501.5,1247.5,326.0
2011,118,4.84,532.0,1159.0,461.0,489.0,1258.0,323.0
2004,119,1.58,139.0,318.0,95.0,137.0,307.0,77.0
2005,119,1.58,146.0,313.0,99.0,133.0,310.0,80.0
2006,119,1.62,148.0,309.0,108.0,135.0,306.0,79.0
2007,119,1.63,135.0,302.0,118.0,136.0,302.0,85.0
2008,119,1.65,137.0,301.0,122.0,134.0,305.0,89.0
2009,119,1.65,146.0,320.0,134.0,136.0,308.0,94.0
2010,119,1.66,142.0,318.5,137.0,130.5,317.0,95.0
2011,119,1.67,138.0,317.0,140.0,125.0,326.0,96.0
2004,120,2.52,292.0,692.0,161.0,336.0,704.0,109.0
2005,120,2.52,304.0,703.0,166.0,333.0,723.0,113.0
2006,120,2.55,314.0,716.0,171.0,342.0,718.0,125.0
2007,120,2.58,299.0,724.0,173.0,346.0,701.0,127.0
2008,120,2.64,314.0,736.0,186.0,358.0,694.0,128.0
2009,120,2.64,314.0,731.0,195.0,358.0,697.0,129.0
2010,120,2.645,330.0,745.0,199.0,362.0,721.0,138.5
2011,120,2.65,346.0,759.0,203.0,366.0,745.0,148.0
2004,121,4.35,657.0,1576.0,432.0,714.0,1589.0,297.0
2005,121,4.35,654.0,1579.0,428.0,717.0,1605.0,297.0
2006,121,4.35,652.0,1576.0,421.0,720.0,1587.0,296.0
2007,121,4.35,633.0,1548.0,418.0,691.0,1584.0,304.0
2008,121,4.35,665.0,1576.0,422.0,716.0,1592.0,311.0
2009,121,4.35,650.0,1585.0,423.0,693.0,1612.0,328.0
2010,121,4.35,645.5,1575.5,434.5,691.5,1605.0,337.0
2011,121,4.35,641.0,1566.0,446.0,690.0,1598.0,346.0
2004,122,2.04,163.0,359.0,126.0,199.0,365.0,90.0
2005,122,2.04,158.0,364.0,132.0,205.0,368.0,83.0
2006,122,2.08,151.0,355.0,142.0,202.0,353.0,81.0
2007,122,2.11,152.0,348.0,142.0,196.0,354.0,82.0
2008,122,2.11,150.0,354.0,145.0,189.0,352.0,84.0
2009,122,2.11,142.0,362.0,144.0,190.0,371.0,84.0
2010,122,2.14,145.0,366.0,146.0,194.0,368.5,87.5
2011,122,2.17,148.0,370.0,148.0,198.0,366.0,91.0
2004,123,8.86,831.0,2062.0,708.0,871.0,2050.0,433.0
2005,123,8.87,824.0,2047.0,704.0,859.0,2033.0,429.0
2006,123,8.97,823.0,2068.0,724.0,823.0,2046.0,439.0
2007,123,9.07,839.0,2082.0,736.0,844.0,2062.0,455.0
2008,123,9.11,843.0,2092.0,748.0,867.0,2071.0,455.0
2009,123,9.11,842.0,2122.0,739.0,859.0,2045.0,462.0
2010,123,9.18,845.5,2135.0,755.0,861.0,2085.0,475.5
2011,123,9.25,849.0,2148.0,771.0,863.0,2125.0,489.0
2004,124,1.2,82.0,230.0,123.0,107.0,210.0,67.0
2005,124,1.2,92.0,231.0,129.0,102.0,230.0,63.0
2006,124,1.21,81.0,228.0,124.0,96.0,226.0,63.0
2007,124,1.24,89.0,223.0,132.0,91.0,230.0,67.0
2008,124,1.26,90.0,230.0,133.0,94.0,242.0,72.0
2009,124,1.26,84.0,230.0,142.0,96.0,235.0,80.0
2010,124,1.285,88.5,236.0,145.0,101.5,239.0,80.5
2011,124,1.31,93.0,242.0,148.0,107.0,243.0,81.0
2004,125,3.19,275.0,663.0,172.0,305.0,806.0,109.0
2005,125,3.19,291.0,664.0,179.0,296.0,775.0,112.0
2006,125,3.25,297.0,647.0,185.0,284.0,737.0,115.0
2007,125,3.28,315.0,672.0,187.0,309.0,814.0,113.0
2008,125,3.31,312.0,687.0,198.0,316.0,853.0,122.0
2009,125,3.33,311.0,700.0,203.0,311.0,807.0,125.0
2010,125,3.365,303.0,694.5,203.5,311.5,792.0,132.5
2011,125,3.4,295.0,689.0,204.0,312.0,777.0,140.0
2004,126,0.52,112.0,283.0,82.0,139.0,337.0,65.0
2005,126,0.52,111.0,263.0,74.0,138.0,323.0,66.0
2006,126,0.52,107.0,251.0,74.0,129.0,320.0,66.0
2007,126,0.52,104.0,248.0,73.0,118.0,311.0,65.0
2008,126,0.52,106.0,238.0,74.0,106.0,314.0,66.0
2009,126,0.52,116.0,251.0,74.0,111.0,308.0,68.0
2010,126,0.525,110.5,247.0,77.0,113.5,312.5,67.5
2011,126,0.53,105.0,243.0,80.0,116.0,317.0,67.0
